institution,Date,Title,URL,tone,mentions_cooperation,mentions_competition,cooperation_type,thematic_tags,justification,length_words
BIU,04.07.2024 | כח סיון,"טקס הענקת תוארי דוקטור תשפ""ד",https://www.biu.ac.il/article/581520,mixed,yes,yes,none,graduation;courage;resilience;academic_achievement,The article highlights both the collective achievements of the graduates amidst challenging times and their individual stories of excellence.,918
BIU,01.07.2024 | כה סיון,"המרצות והמרצים המצטיינים בתשפ""ד",https://www.biu.ac.il/article/581330,competitive,no,yes,none,teaching excellence;innovation;awards,The article emphasizes the awarding of excellence prizes to outstanding educators,1068
BIU,30.06.2024 | כד סיון,המהפכה של ספרה: הרשות המקומית פועלת למען הבריאות,https://www.biu.ac.il/article/581297,cooperative,yes,no,inter-university;government;community,healthcare;community engagement;innovation,The article highlights extensive cooperation between academic institutions,452
BIU,25.06.2024 | יט סיון,"""תוכנית החונכויות הצילה אותי""",https://www.biu.ac.il/article/581276,mixed,yes,yes,inter-university;industry;international,military;engineering;student support;mental health,The article discusses both collaboration with the university and competitive challenges faced by the student.,730
BIU,25.06.2024 | יט סיון,יום עיון לאנשי דת נוצרים בנושא סוכרת והשמנת יתר בקהילה,https://www.biu.ac.il/article/581275,cooperative,yes,no,inter-university;community health,health initiatives;community engagement,The article highlights collaboration with community leaders and religious figures to address health issues.,307
BIU,20.09.2024 | יז אלול,"חוקר, מפתח ומילואימניק",https://www.biu.ac.il/article/580884,neutral,no,no,none,student life;military service,No signs of competition or collaboration were found.,210
BIU,06.06.2024 | כט אייר,"מלגה ע""ש שלומי סבידיה שנרצח בנובה, לתוכנית ""כלים שלובים""",https://www.biu.ac.il/article/580844,cooperative,yes,no,inter-university;industry,social impact;music;memorial,The article highlights cooperation between the university,258
BIU,01.08.2024 | כו תמוז,תואר שני בפסיכולוגיה ככלי להתפתחות אישית ומקצועית,https://www.biu.ac.il/article/580841,competitive,no,yes,none,psychology;education;innovation,The article highlights the uniqueness of the program as the first of its kind in Israel,495
BIU,29.07.2024 | כג תמוז,תרומת ענק בשווי מיליארד שקל לאוניברסיטת בר-אילן: מהתרומות הגדולות שניתנו לאוניברסיטאות בישראל,https://www.biu.ac.il/article/580830,mixed,yes,yes,industry;donation;innovation,The article highlights a massive donation for science investment and calls for further partnerships, emphasizing both cooperation and competition.,273
BIU,02.06.2024 | כה אייר,מובילה עולמית בתחום חקר פתוח,https://www.biu.ac.il/article/580819,competitive,no,yes,none,academic achievements;scientific literacy;educational innovation;open inquiry;environmental literacy,The article emphasizes the professor's global recognition and awards in the field.,507
BIU,27.05.2024 | יט אייר,מועדון הקריירה של בר-אילן ולינקדאין,https://www.biu.ac.il/article/580800,cooperative,yes,no,industry,career development;professional skills,The article highlights a unique collaboration with LinkedIn for professional skills development.,279
BIU,26.05.2024 | יח אייר,פרויקט מיאני: שיפור התקשורת הבין אישית לאנשים עם מוגבלויות,https://www.biu.ac.il/article/580795,cooperative,yes,no,inter-university;industry;international,social initiatives;disability support;education;community engagement,The article highlights a unique partnership initiative to assist people with disabilities.,265
BIU,23.05.2024 | טו אייר,"טקס הענקת תוארי דוקטור לשם כבוד תשפ""ד",https://www.biu.ac.il/article/580788,competitive,no,yes,none,awards;recognition;philanthropy,The article emphasizes the awarding of honorary degrees,402
BIU,20.05.2024 | יב אייר,"פרס הרקטור לחדשנות מדעית תשפ""ד",https://www.biu.ac.il/article/580773,competitive,no,yes,none,scientific_innovation;awards;research_achievements,The article emphasizes the awarding of a prestigious prize for research achievements.,1346
BIU,19.05.2024 | יא אייר,ניידת לבדיקות מעקב תקופתיות לחולי סוכרת,https://www.biu.ac.il/science-and-research/research/galilee-sphere,cooperative,yes,no,industry;inter-university,public health;diabetes;community health,The article emphasizes collaboration with health organizations and local authorities to address diabetes care.,282
BIU,15.05.2024 | ז אייר,תחרות רובוקאפ ג'וניור נערכה בבר-אילן זו השנה העשירית,https://www.biu.ac.il/article/580749,mixed,yes,yes,inter-university;international;industry,robotics;education;competitions,The article highlights both collaborative efforts in organizing the competition and mentions winning teams and achievements.,430
BIU,12.05.2024 | ד אייר,"""הבנתי שהטראומה צריכה לעבור דרכי""",https://www.biu.ac.il/article/580738,mixed,yes,yes,inter-university,psychology;literature;trauma;therapy,The article discusses both the collaboration in therapeutic approaches and the individual's unique achievements.,453
BIU,09.05.2024 | א אייר,משפיעה על חקר החלל,https://www.biu.ac.il/article/580729,neutral,yes,no,inter-university,astronomy;education;community outreach,No signs of competition or collaboration were found.,361
BIU,07.05.2024 | כט ניסן,מיזם לניהול חדרי ניתוח גייס 15 מיליון דולר,https://www.biu.ac.il/article/580711,competitive,no,yes,none,AI;healthcare innovation;funding,The article emphasizes the financial achievements and economic benefits of the AI platform,296
BIU,26.04.2024 | יח ניסן,"הודעת ור""ה על ההפגנות האלימות וגילויי האנטישמיות בקמפוסים בארה""ב",https://www.biu.ac.il/article/580669,neutral,no,no,none,violence;antisemitism;support;academic freedom,No signs of competition or collaboration were found.,235
BIU,14.04.2024 | ו ניסן,משפיעה על מדיניות המימון של החינוך,https://www.biu.ac.il/article/580637,cooperative,yes,no,international;education;policy,The article highlights her involvement in international collaborations and committees related to education funding policy.,ERR,346
BIU,09.04.2024 | א ניסן,יותר מ-1000 עולים חדשים ביקרו ביריד הלימודים בבר-אילן,https://www.biu.ac.il/article/580623,cooperative,yes,no,institutional,immigration;higher education;integration,The article emphasizes cooperation between various organizations to support new immigrants enrolling in higher education.,340
BIU,09.04.2024 | א ניסן,משלבים לימודי AI בתואר,https://www.biu.ac.il/article/580620,mixed,yes,yes,inter-university,AI;education;technology;partnerships;innovation,The article highlights both innovative AI programs and a significant partnership with Sheba Medical Center.,434
BIU,01.04.2024 | כב אדר,"""הסוכרת אינה גזירת גורל. ניתן לצמצם את אחוז החולים""",https://www.biu.ac.il/article/520194,cooperative,yes,no,inter-university;industry;government;local collaboration,healthcare;community;public health,The article highlights joint efforts and partnerships across multiple organizations and sectors.,336
BIU,07.04.2024 | כח אדר,עדכון על בחינות בקמפוס ב-15.4,https://www.biu.ac.il/article/565195,neutral,no,no,none,ERR,ERR,81
BIU,04.04.2024 | כה אדר,"ללמוד, לטייל, לחוות: התוכנית לחילופי סטודנטים",https://www.biu.ac.il/article/542693,cooperative,yes,no,international,student exchange;international exposure;academic collaboration,The article emphasizes the encouragement and opportunity for students to participate in international exchange programs.,761
